Date,Price,Open,High,Low,Vol.,Change %,Date,Price,Open,High,Low,Vol.,Change %
"Dec 22, 1996","0,21","0,21","0,22","0,2",611.80M,0.00%,"Dec 22, 1996","756,79","748,87","758,75","743,28",1.02B,1.06%
"Dec 15, 1996","0,21","0,21","0,21","0,19",1.19B,0.00%,"Dec 15, 1996","748,87","728,64","755,41","716,69",2.65B,2.78%
"Dec 08, 1996","0,21","0,23","0,23","0,21",682.39M,-4.55%,"Dec 08, 1996","728,64","739,6","753,43","721,97",2.27B,-1.48%
"Dec 01, 1996","0,22","0,22","0,23","0,21",1.01B,0.00%,"Dec 01, 1996","739,6","757,02","761,75","726,89",2.41B,-2.30%
"Nov 24, 1996","0,22","0,23","0,23","0,21",323.27M,-4.35%,"Nov 24, 1996","757,02","748,73","762,12","747,99",1.40B,1.11%
"Nov 17, 1996","0,23","0,22","0,23","0,22",554.95M,4.55%,"Nov 17, 1996","748,73","737,62","748,73","734,39",2.34B,1.51%
"Nov 10, 1996","0,22","0,24","0,24","0,22",498.34M,-4.35%,"Nov 10, 1996","737,62","730,82","741,92","728,03",2.26B,0.93%
"Nov 03, 1996","0,23","0,22","0,23","0,21",993.47M,4.55%,"Nov 03, 1996","730,82","703,77","730,82","702,84",2.30B,3.84%
"Oct 27, 1996","0,22","0,22","0,22","0,2",982.23M,0.00%,"Oct 27, 1996","703,77","700,92","708,6","696,22",2.21B,0.41%
"Oct 20, 1996","0,22","0,24","0,24","0,22",723.32M,-8.33%,"Oct 20, 1996","700,92","710,82","714,1","700,53",2.05B,-1.39%
"Oct 13, 1996","0,24","0,22","0,25","0,22",2.38B,9.09%,"Oct 13, 1996","710,82","700,66","711,04","699,07",2.17B,1.45%
"Oct 06, 1996","0,22","0,21","0,22","0,2",768.75M,10.00%,"Oct 06, 1996","700,66","701,46","705,76","693,34",2.02B,-0.11%
"Sep 29, 1996","0,2","0,2","0,22","0,2",1.26B,0.00%,"Sep 29, 1996","701,46","686,19","701,74","684,44",2.10B,2.23%
"Sep 22, 1996","0,2","0,2","0,2","0,2",483.45M,0.00%,"Sep 22, 1996","686,19","687,03","690,88","681,01",2.13B,-0.12%
"Sep 15, 1996","0,2","0,19","0,22","0,19",1.08B,5.26%,"Sep 15, 1996","687,03","680,54","687,07","679,06",2.19B,0.95%
"Sep 08, 1996","0,19","0,2","0,2","0,18",878.52M,-9.52%,"Sep 08, 1996","680,54","655,68","681,39","655,68",1.95B,3.79%
"Sep 01, 1996","0,21","0,22","0,22","0,2",690.17M,-4.55%,"Sep 01, 1996","655,68","651,99","658,21","643,97",1.41B,0.57%
"Aug 25, 1996","0,22","0,21","0,22","0,21",755.24M,4.76%,"Aug 25, 1996","651,99","667,03","667,41","650,52",1.47B,-2.25%
"Aug 18, 1996","0,21","0,2","0,21","0,2",842.57M,5.00%,"Aug 18, 1996","667,03","665,21","670,68","662,16",1.64B,0.27%
"Aug 11, 1996","0,2","0,21","0,21","0,2",576.09M,-4.76%,"Aug 11, 1996","665,21","662,1","666,34","658,47",1.68B,0.47%
"Aug 04, 1996","0,21","0,19","0,21","0,19",775.37M,10.53%,"Aug 04, 1996","662,1","662,49","665,37","656,83",1.71B,-0.06%
"Jul 28, 1996","0,19","0,2","0,2","0,19",715.99M,-5.00%,"Jul 28, 1996","662,49","635,9","662,49","629,22",1.91B,4.18%
"Jul 21, 1996","0,2","0,19","0,2","0,18",784.52M,5.26%,"Jul 21, 1996","635,9","638,73","638,73","616,43",1.97B,-0.44%
"Jul 14, 1996","0,19","0,16","0,19","0,14",1.82B,18.75%,"Jul 14, 1996","638,73","646,19","646,19","605,88",2.50B,-1.15%
"Jul 07, 1996","0,16","0,18","0,18","0,15",1.07B,-5.88%,"Jul 07, 1996","646,19","657,44","657,65","639,52",2.11B,-1.71%
"Jun 30, 1996","0,17","0,19","0,19","0,17",616.65M,-10.53%,"Jun 30, 1996","657,44","670,63","675,88","657,41",1.25B,-1.97%
"Jun 23, 1996","0,19","0,2","0,2","0,18",1.12B,-5.00%,"Jun 23, 1996","670,63","666,84","672,68","661,56",1.99B,0.57%
"Jun 16, 1996","0,2","0,22","0,22","0,2",779.57M,-4.76%,"Jun 16, 1996","666,84","665,85","668,27","658,75",2.02B,0.15%
"Jun 09, 1996","0,21","0,22","0,22","0,21",747.72M,-4.55%,"Jun 09, 1996","665,85","673,31","676,72","664,35",1.93B,-1.11%
"Jun 02, 1996","0,22","0,23","0,23","0,21",2.03B,-4.35%,"Jun 02, 1996","673,31","669,12","680,32","662,48",2.00B,0.63%
"May 26, 1996","0,23","0,24","0,24","0,22",587.49M,-4.17%,"May 26, 1996","669,12","678,51","679,98","664,56",1.42B,-1.38%
"May 19, 1996","0,24","0,25","0,25","0,23",638.08M,-4.00%,"May 19, 1996","678,51","668,91","681,1","667,64",1.98B,1.44%
"May 12, 1996","0,25","0,24","0,26","0,24",930.38M,4.17%,"May 12, 1996","668,91","652,09","669,84","652,09",2.12B,2.58%
"May 05, 1996","0,24","0,22","0,24","0,22",1.04B,14.29%,"May 05, 1996","652,09","641,63",653,"630,07",2.11B,1.63%
"Apr 28, 1996","0,21","0,22","0,22","0,21",667.18M,-4.55%,"Apr 28, 1996","641,63","653,46","656,44","640,23",2.02B,-1.81%
"Apr 21, 1996","0,22","0,23","0,23","0,22",772.62M,0.00%,"Apr 21, 1996","653,46","645,07","656,43","645,07",2.21B,1.30%
"Apr 14, 1996","0,22","0,23","0,23","0,22",659.95M,-4.35%,"Apr 14, 1996","645,07","636,71","647,32","636,71",2.12B,1.31%
"Apr 07, 1996","0,23","0,21","0,24","0,21",758.38M,4.55%,"Apr 07, 1996","636,71","655,86","655,86","624,14",2.25B,-2.92%
"Mar 31, 1996","0,22","0,22","0,23","0,21",418.37M,0.00%,"Mar 31, 1996","655,86","645,5","656,68","645,5",1.57B,1.60%
"Mar 24, 1996","0,22","0,23","0,23","0,21",1.22B,-4.35%,"Mar 24, 1996","645,5","650,62","655,5","644,89",1.93B,-0.79%
"Mar 17, 1996","0,23","0,23","0,24","0,22",567.03M,0.00%,"Mar 17, 1996","650,62","641,43","656,18","641,43",1.98B,1.43%
"Mar 10, 1996","0,23","0,23","0,24","0,23",517.59M,0.00%,"Mar 10, 1996","641,43","633,5","644,17","628,82",2.34B,1.25%
"Mar 03, 1996","0,23","0,24","0,24","0,22",810.77M,-4.17%,"Mar 03, 1996","633,5","644,37","656,97","627,63",2.26B,-1.69%
"Feb 25, 1996","0,24","0,27","0,27","0,24",799.38M,-11.11%,"Feb 25, 1996","644,37","659,08","659,08",635,2.20B,-2.23%
"Feb 18, 1996","0,27","0,25","0,27","0,25",956.22M,8.00%,"Feb 18, 1996","659,08","647,98",663,"638,79",1.76B,1.71%
"Feb 11, 1996","0,25","0,25","0,26","0,24",864.48M,0.00%,"Feb 11, 1996","647,98","656,37","664,23","646,99",2.12B,-1.28%
"Feb 04, 1996","0,25","0,27","0,27","0,25",1.37B,-3.85%,"Feb 04, 1996","656,37","635,84","661,08","633,71",2.26B,3.23%
"Jan 28, 1996","0,26","0,26","0,27","0,24",2.17B,-3.70%,"Jan 28, 1996","635,84","621,62","639,26","621,42",2.18B,2.29%
"Jan 21, 1996","0,27","0,27","0,3","0,26",3.32B,0.00%,"Jan 21, 1996","621,62","611,83","621,7","610,65",2.13B,1.60%
"Jan 14, 1996","0,27","0,3","0,31","0,26",2.48B,-10.00%,"Jan 14, 1996","611,83","601,81","612,92","598,47",2.14B,1.66%
"Jan 07, 1996","0,3","0,31","0,32","0,29",1.90B,-3.23%,"Jan 07, 1996","601,81","616,71","619,15","597,29",1.84B,-2.42%
"Dec 31, 1995","0,31","0,29","0,31","0,28",1.32B,10.71%,"Dec 31, 1995","616,71","615,93","624,49","612,02",1.78B,0.13%
"Dec 24, 1995","0,28","0,29","0,3","0,28",962.20M,-3.45%,"Dec 24, 1995","615,93","611,96","615,93","611,96",1.08B,0.65%
"Dec 17, 1995","0,29","0,31","0,31","0,28",2.04B,-6.45%,"Dec 17, 1995","611,95","616,34","616,34","605,05",2.05B,-0.71%
"Dec 10, 1995","0,31","0,35","0,35","0,31",2.03B,-11.43%,"Dec 10, 1995","616,34","617,48","622,88","614,46",2.21B,-0.18%
"Dec 03, 1995","0,35","0,36","0,36","0,34",1.33B,2.94%,"Dec 03, 1995","617,48","606,98","621,11","606,84",1.97B,1.73%
"Nov 26, 1995","0,34","0,36","0,36","0,33",776.50M,-5.56%,"Nov 26, 1995","606,98","599,97","608,69","599,02",2.00B,1.17%
"Nov 19, 1995","0,36","0,36","0,36","0,34",548.82M,0.00%,"Nov 19, 1995","599,97","600,07","600,71","595,42",1.27B,-0.02%
"Nov 12, 1995","0,36","0,36","0,38","0,35",1.33B,2.86%,"Nov 12, 1995","600,07","592,72","600,14","588,36",1.89B,1.24%
"Nov 05, 1995","0,35","0,33","0,37","0,32",1.89B,6.06%,"Nov 05, 1995","592,72","590,57","593,9","584,24",1.71B,0.36%
"Oct 29, 1995","0,33","0,31","0,33","0,31",990.56M,6.45%,"Oct 29, 1995","590,57","579,7","590,57","579,7",1.82B,1.88%
"Oct 22, 1995","0,31","0,31","0,32","0,3",824.68M,0.00%,"Oct 22, 1995","579,7","587,46","587,46","572,53",2.02B,-1.32%
"Oct 15, 1995","0,31","0,32","0,35","0,31",2.20B,-3.12%,"Oct 15, 1995","587,46","584,5","590,66","581,9",1.86B,0.51%
"Oct 08, 1995","0,32","0,32","0,33","0,3",1.50B,0.00%,"Oct 08, 1995","584,5","582,49","587,39","571,55",1.75B,0.35%
"Oct 01, 1995","0,32","0,34","0,34","0,32",1.50B,-3.03%,"Oct 01, 1995","582,49","584,41","585,05","578,48",1.71B,-0.33%
"Sep 24, 1995","0,33","0,34","0,34","0,31",1.63B,0.00%,"Sep 24, 1995","584,41","581,73","587,61","574,68",1.75B,0.46%
"Sep 17, 1995","0,33","0,32","0,33","0,32",2.18B,3.13%,"Sep 17, 1995","581,73","583,35","586,79","578,25",1.84B,-0.28%
"Sep 10, 1995","0,32","0,4","0,41","0,31",2.58B,-20.00%,"Sep 10, 1995","583,35","572,68","585,07","572,68",1.87B,1.86%
"Sep 03, 1995","0,4","0,39","0,4","0,38",817.81M,5.26%,"Sep 03, 1995","572,68","563,86","572,68","563,84",1.34B,1.57%
"Aug 27, 1995","0,38","0,4","0,4","0,38",899.72M,-5.00%,"Aug 27, 1995","563,84","560,1","564,62","555,71",1.47B,0.67%
"Aug 20, 1995","0,4","0,4","0,41","0,39",1.16B,0.00%,"Aug 20, 1995","560,1","559,21","563,34","555,2",1.44B,0.16%
"Aug 13, 1995","0,4","0,38","0,41","0,38",1.27B,5.26%,"Aug 13, 1995","559,21","555,11","561,24","554,76",1.66B,0.74%
"Aug 06, 1995","0,38","0,39","0,4","0,37",1.17B,-5.00%,"Aug 06, 1995","555,11","558,94","561,59","553,04",1.46B,-0.69%
"Jul 30, 1995","0,4","0,41","0,41","0,39",1.05B,-2.44%,"Jul 30, 1995","558,94","562,93","565,62","554,1",1.67B,-0.71%
"Jul 23, 1995","0,41","0,39","0,42","0,39",1.24B,5.13%,"Jul 23, 1995","562,93","553,62","565,4","553,62",1.75B,1.68%
"Jul 16, 1995","0,39","0,44","0,44","0,38",2.10B,-11.36%,"Jul 16, 1995","553,62","560,34","562,94","542,51",2.00B,-1.12%
"Jul 09, 1995","0,44","0,43","0,45","0,41",1.43B,2.33%,"Jul 09, 1995","559,89","556,37",562,"553,8",1.90B,0.63%
"Jul 02, 1995","0,43","0,42","0,44","0,41",787.66M,4.88%,"Jul 02, 1995","556,37","544,75","556,57","544,43",1.36B,2.13%
"Jun 25, 1995","0,41","0,43","0,43","0,41",1.03B,-6.82%,"Jun 25, 1995","544,75","549,71","549,79","540,72",1.64B,-0.90%
"Jun 18, 1995","0,44","0,39","0,45","0,39",2.54B,12.82%,"Jun 18, 1995","549,71","539,83","551,07","539,83",1.85B,1.83%
"Jun 11, 1995","0,39","0,39","0,4","0,39",638.08M,0.00%,"Jun 11, 1995","539,83","527,94","539,98","527,94",1.74B,2.25%
"Jun 04, 1995","0,39","0,38","0,4","0,38",1.02B,2.63%,"Jun 04, 1995","527,94","532,51","537,73",526,1.62B,-0.86%
"May 28, 1995","0,38","0,38","0,38","0,37",648.35M,0.00%,"May 28, 1995","532,51","523,65","536,91","521,38",1.35B,1.69%
"May 21, 1995","0,38","0,38","0,4","0,38",1.21B,0.00%,"May 21, 1995","523,65","519,19","531,91","519,19",1.67B,0.86%
"May 14, 1995","0,38","0,39","0,4","0,38",1.68B,-2.56%,"May 14, 1995","519,19","525,55","529,08","517,07",1.74B,-1.21%
"May 07, 1995","0,39","0,36","0,39","0,35",2.16B,11.43%,"May 07, 1995","525,55","520,09","527,05","519,14",1.74B,1.04%
"Apr 30, 1995","0,35","0,34","0,36","0,33",978.40M,2.94%,"Apr 30, 1995","520,12","514,76","525,4","513,03",1.77B,1.05%
"Apr 23, 1995","0,34","0,35","0,35","0,33",1.11B,-2.86%,"Apr 23, 1995","514,71","508,49","515,29","507,44",1.70B,1.22%
"Apr 16, 1995","0,35","0,34","0,35","0,32",1.72B,2.94%,"Apr 16, 1995","508,49","509,23","512,03","501,19",1.83B,-0.15%
"Apr 09, 1995","0,34","0,33","0,35","0,32",981.28M,3.03%,"Apr 09, 1995","509,23","506,3","509,83","504,61",1.20B,0.55%
"Apr 02, 1995","0,33","0,32","0,34","0,3",1.87B,6.45%,"Apr 02, 1995","506,42","500,7","507,19","500,2",1.58B,1.14%
"Mar 26, 1995","0,31","0,34","0,34","0,3",1.79B,-8.82%,"Mar 26, 1995","500,71","500,97","508,15","495,7",1.72B,-0.05%
"Mar 19, 1995","0,34","0,31","0,35","0,31",1.27B,9.68%,"Mar 19, 1995","500,97","495,52","500,97","493,67",1.66B,1.10%
"Mar 12, 1995","0,31","0,35","0,35","0,31",2.32B,-11.43%,"Mar 12, 1995","495,52","489,57","496,67","489,35",1.69B,1.22%
"Mar 05, 1995","0,35","0,35","0,36","0,34",984.83M,-2.78%,"Mar 05, 1995","489,57","485,42","490,37","479,7",1.71B,0.85%
"Feb 26, 1995","0,36","0,34","0,36","0,34",1.13B,2.86%,"Feb 26, 1995","485,42","488,26","488,26","483,07",1.63B,-0.55%
"Feb 19, 1995","0,35","0,38","0,38","0,34",1.48B,-7.89%,"Feb 19, 1995","488,11","481,95","489,19","481,94",1.34B,1.27%
"Feb 12, 1995","0,38","0,39","0,4","0,38",974.03M,-2.56%,"Feb 12, 1995","481,97","481,46","485,54","480,89",1.64B,0.11%
"Feb 05, 1995","0,39","0,36","0,39","0,35",1.67B,8.33%,"Feb 05, 1995","481,46","478,64","482,6","478,36",1.58B,0.59%
"Jan 29, 1995","0,36","0,36","0,38","0,36",1.12B,0.00%,"Jan 29, 1995","478,65","470,39","479,91","467,49",1.89B,1.76%
"Jan 22, 1995","0,36","0,37","0,38","0,35",1.68B,-5.26%,"Jan 22, 1995","470,39","464,78","471,36","461,14",1.63B,1.21%
"Jan 15, 1995","0,38","0,4","0,42","0,38",1.96B,-5.00%,"Jan 15, 1995","464,78","465,97","470,43","463,99",1.67B,-0.26%
"Jan 08, 1995","0,4","0,37","0,43","0,37",2.67B,8.11%,"Jan 08, 1995","465,97","460,67","466,43","458,65",1.63B,1.15%
"Jan 01, 1995","0,37","0,35","0,39","0,34",1.41B,5.71%,"Jan 01, 1995","460,68","459,21","462,49","457,2",1.20B,0.31%
"Dec 25, 1994","0,35","0,35","0,36","0,34",365.51M,0.00%,"Dec 25, 1994","459,27","459,85","462,73",459,964.35M,-0.12%
"Dec 18, 1994","0,35","0,33","0,35","0,33",892.37M,6.06%,"Dec 18, 1994","459,83","458,78","461,7","456,37",1.51B,0.22%
"Dec 11, 1994","0,33","0,32","0,34","0,32",1.06B,3.13%,"Dec 11, 1994","458,8","446,95","458,8","445,62",1.76B,2.65%
"Dec 04, 1994","0,32","0,33","0,34","0,31",986.25M,-3.03%,"Dec 04, 1994","446,96","453,3","455,04","442,88",1.54B,-1.40%
"Nov 27, 1994","0,33","0,34","0,35","0,32",1.08B,-2.94%,"Nov 27, 1994","453,3","452,26","457,13","447,97",1.42B,0.22%
"Nov 20, 1994","0,34","0,36","0,36","0,32",838.97M,-5.56%,"Nov 20, 1994","452,29","461,69","463,41","444,18",1.23B,-1.99%
"Nov 13, 1994","0,36","0,37","0,38","0,35",792.12M,-2.70%,"Nov 13, 1994","461,47","462,44","468,51","460,25",1.57B,-0.19%
"Nov 06, 1994","0,37","0,36","0,38","0,36",1.08B,2.78%,"Nov 06, 1994","462,35","462,31","469,95","461,25",1.39B,0.02%
"Oct 30, 1994","0,36","0,37","0,39","0,36",1.10B,-5.26%,"Oct 30, 1994","462,28","473,76","474,74","462,28",1.51B,-2.43%
"Oct 23, 1994","0,38","0,38","0,39","0,37",1.14B,0.00%,"Oct 23, 1994","473,77","464,89","473,78","458,26",1.64B,1.91%
"Oct 16, 1994","0,38","0,36","0,38","0,35",1.66B,2.70%,"Oct 16, 1994","464,89","469,11","471,43","463,83",1.46B,-0.90%
"Oct 09, 1994","0,37","0,33","0,38","0,33",2.66B,12.12%,"Oct 09, 1994","469,1","455,12","471,3","455,12",1.43B,3.08%
"Oct 02, 1994","0,33","0,3","0,34","0,29",1.89B,10.00%,"Oct 02, 1994","455,1","462,69","463,31","449,27",1.51B,-1.64%
"Sep 25, 1994","0,3","0,3","0,31","0,3",513.06M,0.00%,"Sep 25, 1994","462,71","459,65","465,55","459,31",1.49B,0.66%
"Sep 18, 1994","0,3","0,32","0,33","0,3",885.56M,-6.25%,"Sep 18, 1994","459,67","471,21","473,15","458,47",1.56B,-2.44%
"Sep 11, 1994","0,32","0,32","0,33","0,31",916.96M,0.00%,"Sep 11, 1994","471,19","468,18","474,81","466,15",1.53B,0.64%
"Sep 04, 1994","0,32","0,31","0,33","0,31",611.40M,0.00%,"Sep 04, 1994","468,18",471,"473,4","466,55",1.08B,-0.60%
"Aug 28, 1994","0,32","0,32","0,33","0,31",991.62M,0.00%,"Aug 28, 1994","470,99","473,89","477,59","470,67",1.41B,-0.59%
"Aug 21, 1994","0,32","0,31","0,32","0,31",1.04B,3.23%,"Aug 21, 1994","473,8","463,61","474,65","461,46",1.44B,2.18%
"Aug 14, 1994","0,31","0,31","0,32","0,3",898.80M,0.00%,"Aug 14, 1994","463,68","461,97","465,91","459,89",1.40B,0.38%
"Aug 07, 1994","0,31","0,3","0,31","0,29",951.18M,3.33%,"Aug 07, 1994","461,94","457,08","462,27","456,66",1.28B,1.06%
"Jul 31, 1994","0,3","0,3","0,3","0,29",997.45M,0.00%,"Jul 31, 1994","457,09","458,28","462,77","456,08",1.36B,-0.26%
"Jul 24, 1994","0,3","0,28","0,3","0,27",1.55B,7.14%,"Jul 24, 1994","458,26","453,1","459,33","451,36",1.21B,1.14%
"Jul 17, 1994","0,28","0,25","0,29","0,24",1.49B,12.00%,"Jul 17, 1994","453,11","454,41","455,71","450,69",1.30B,-0.23%
"Jul 10, 1994","0,25","0,24","0,27","0,24",1.07B,4.17%,"Jul 10, 1994","454,16","449,56","454,33","444,65",1.34B,1.03%
"Jul 03, 1994","0,24","0,23","0,25","0,23",561.61M,4.35%,"Jul 03, 1994","449,55","446,2","449,75","444,18",927.90M,0.75%
"Jun 26, 1994","0,23","0,23","0,24","0,22",846.75M,0.00%,"Jun 26, 1994","446,2","442,78","449,83","439,83",1.27B,0.77%
"Jun 19, 1994","0,23","0,23","0,24","0,22",1.05B,-4.17%,"Jun 19, 1994","442,8","458,45","458,45","442,51",1.30B,-3.41%
"Jun 12, 1994","0,24","0,24","0,25","0,23",849.45M,0.00%,"Jun 12, 1994","458,45","458,67","463,23","457,18",1.43B,-0.05%
"Jun 05, 1994","0,24","0,25","0,25","0,23",976.71M,-4.00%,"Jun 05, 1994","458,67","460,13","461,87","455,43",1.23B,-0.32%
"May 29, 1994","0,25","0,26","0,26","0,24",1.38B,-7.41%,"May 29, 1994","460,13","457,32","460,86","453,99",1.04B,0.61%
"May 22, 1994","0,27","0,28","0,28","0,26",564.23M,-3.57%,"May 22, 1994","457,33","454,92","457,77","451,79",1.23B,0.53%
"May 15, 1994","0,28","0,27","0,29","0,26",811.08M,3.70%,"May 15, 1994","454,92","444,15","456,88","443,62",1.48B,2.43%
"May 08, 1994","0,27","0,29","0,29","0,26",632.55M,-6.90%,"May 08, 1994","444,14","447,82","447,82","440,78",1.35B,-0.82%
"May 01, 1994","0,29","0,27","0,3","0,26",1.10B,7.41%,"May 01, 1994","447,82","450,91","453,98","445,64",1.40B,-0.69%
"Apr 24, 1994","0,27","0,27","0,28","0,26",718.73M,0.00%,"Apr 24, 1994","450,91","447,64","452,79","447,58",1.17B,0.73%
"Apr 17, 1994","0,27","0,27","0,29","0,24",1.79B,0.00%,"Apr 17, 1994","447,63","446,27","449,96","438,83",1.64B,0.32%
"Apr 10, 1994","0,27","0,3","0,3","0,27",887.14M,-10.00%,"Apr 10, 1994","446,18","447,12","450,8","442,62",1.36B,-0.21%
"Apr 03, 1994","0,3","0,29","0,31","0,28",649.51M,0.00%,"Apr 03, 1994","447,1","445,66","451,1","435,86",1.57B,0.30%
"Mar 27, 1994","0,3","0,29","0,3","0,28",874.98M,3.45%,"Mar 27, 1994","445,77","460,58","461,12","436,16",1.39B,-3.22%
"Mar 20, 1994","0,29","0,32","0,33","0,29",1.24B,-9.38%,"Mar 20, 1994","460,58","471,06","471,06","460,58",1.36B,-2.22%
"Mar 13, 1994","0,32","0,34","0,34","0,32",1.17B,-3.03%,"Mar 13, 1994","471,06","466,44","471,09","465,48",1.64B,0.99%
"Mar 06, 1994","0,33","0,33","0,34","0,32",1.05B,0.00%,"Mar 06, 1994","466,44","464,74","468,07","462,46",1.57B,0.37%
"Feb 27, 1994","0,33","0,32","0,33","0,31",1.04B,3.13%,"Feb 27, 1994","464,74","466,07","469,16","457,49",1.54B,-0.29%
"Feb 20, 1994","0,32","0,32","0,34","0,32",910.07M,0.00%,"Feb 20, 1994","466,07","467,69","472,41","464,26",1.20B,-0.35%
"Feb 13, 1994","0,32","0,33","0,34","0,32",791.57M,-3.03%,"Feb 13, 1994","467,69","470,18","475,12","466,07",1.50B,-0.53%
"Feb 06, 1994","0,33","0,3","0,33","0,3",1.66B,10.00%,"Feb 06, 1994","470,18","469,81","473,41","466,89",1.54B,0.08%
"Jan 30, 1994","0,3","0,3","0,31","0,29",1.03B,0.00%,"Jan 30, 1994","469,81","478,7","482,85","469,28",1.67B,-1.86%
"Jan 23, 1994","0,3","0,3","0,31","0,29",1.57B,0.00%,"Jan 23, 1994","478,7","474,72","479,75","470,27",1.59B,0.84%
"Jan 16, 1994","0,3","0,28","0,3","0,26",2.04B,7.14%,"Jan 16, 1994","474,72","474,91","475,56","472,21",1.51B,-0.04%
"Jan 09, 1994","0,28","0,29","0,3","0,27",1.74B,-6.67%,"Jan 09, 1994","474,91","469,9","475,32","469,55",1.52B,1.07%
"Jan 02, 1994","0,3","0,26","0,3","0,26",1.74B,15.38%,"Jan 02, 1994","469,9","466,51","470,26","464,36",1.69B,0.74%
"Dec 26, 1993","0,26","0,25","0,27","0,24",902.31M,8.33%,"Dec 26, 1993","466,45","467,4","471,29","466,45",1.01B,-0.20%
"Dec 19, 1993","0,24","0,26","0,27","0,24",848.49M,-7.69%,"Dec 19, 1993","467,38","466,38","468,97","464,03",1.03B,0.21%
"Dec 12, 1993","0,26","0,25","0,27","0,25",933.40M,4.00%,"Dec 12, 1993","466,38","463,93","466,38","461,84",1.51B,0.53%
"Dec 05, 1993","0,25","0,28","0,29","0,25",940.44M,-10.71%,"Dec 05, 1993","463,93","464,89","466,89","462,66",1.43B,-0.21%
"Nov 28, 1993","0,28","0,29","0,29","0,28",541.71M,-3.45%,"Nov 28, 1993","464,89","463,06","464,89","460,45",1.38B,0.40%
"Nov 21, 1993","0,29","0,29","0,3","0,28",470.66M,0.00%,"Nov 21, 1993","463,06","462,6","463,63","457,08",861.38M,0.10%
"Nov 14, 1993","0,29","0,28","0,31","0,28",1.00B,3.57%,"Nov 14, 1993","462,6","465,39","467,24","460,03",1.49B,-0.60%
"Nov 07, 1993","0,28","0,29","0,29","0,27",701.26M,0.00%,"Nov 07, 1993","465,39","459,57","465,84","458,78",1.40B,1.27%
"Oct 31, 1993","0,28","0,27","0,29","0,27",1.07B,3.70%,"Oct 31, 1993","459,57","467,83","469,11","454,36",1.56B,-1.77%
"Oct 24, 1993","0,27","0,27","0,29","0,26",1.28B,0.00%,"Oct 24, 1993","467,83","463,27","468,76","462,05",1.40B,0.98%
"Oct 17, 1993","0,27","0,25","0,28","0,24",1.71B,8.00%,"Oct 17, 1993","463,27","469,5","470,04","463,27",1.53B,-1.33%
"Oct 10, 1993","0,25","0,2","0,25","0,2",1.77B,25.00%,"Oct 10, 1993","469,5","460,31","471,1","460,31",1.46B,2.00%
"Oct 03, 1993","0,2","0,2","0,21","0,2",818.74M,0.00%,"Oct 03, 1993","460,31","461,28","463,15","456,4",1.30B,-0.21%
"Sep 26, 1993","0,2","0,22","0,23","0,2",1.06B,-9.09%,"Sep 26, 1993","461,28","457,63","462,17","457,63",1.30B,0.80%
"Sep 19, 1993","0,22","0,23","0,23","0,21",575.55M,-4.35%,"Sep 19, 1993","457,63","458,84","459,91","449,64",1.35B,-0.26%
"Sep 12, 1993","0,23","0,23","0,24","0,21",1.05B,0.00%,"Sep 12, 1993","458,83","461,7","463,38","456,31",1.41B,-0.63%
"Sep 05, 1993","0,23","0,23","0,24","0,23",654.19M,0.00%,"Sep 05, 1993","461,72","461,34","462,07","453,75",1.04B,0.08%
"Aug 29, 1993","0,23","0,24","0,24","0,23",1.07B,-4.17%,"Aug 29, 1993","461,34","460,54","463,8","459,91",1.15B,0.17%
"Aug 22, 1993","0,24","0,25","0,26","0,23",700.92M,-4.00%,"Aug 22, 1993","460,54","456,12","462,87","454,29",1.24B,0.96%
"Aug 15, 1993","0,25","0,25","0,27","0,24",651.42M,4.17%,"Aug 15, 1993","456,16","450,25","456,99","450,25",1.38B,1.34%
"Aug 08, 1993","0,24","0,26","0,27","0,23",958.15M,-7.69%,"Aug 08, 1993","450,14","448,68","451,63","447,53",1.25B,0.33%
"Aug 01, 1993","0,26","0,25","0,27","0,24",971.19M,4.00%,"Aug 01, 1993","448,68","448,13","450,43","446,94",1.20B,0.12%
"Jul 25, 1993","0,25","0,24","0,25","0,23",779.05M,8.70%,"Jul 25, 1993","448,13","447,06","450,77","446,59",1.27B,0.23%
"Jul 18, 1993","0,23","0,25","0,26","0,23",2.24B,-8.00%,"Jul 18, 1993","447,1","445,75","447,63","443,71",1.24B,0.30%
"Jul 11, 1993","0,25","0,33","0,35","0,24",3.04B,-24.24%,"Jul 11, 1993","445,75","448,13","451,12","445,66",1.28B,-0.53%
"Jul 04, 1993","0,33","0,34","0,35","0,32",677.95M,-2.94%,"Jul 04, 1993","448,11","445,86","448,94","441,4",1.01B,0.51%
"Jun 27, 1993","0,34","0,36","0,36","0,34",1.26B,-5.56%,"Jun 27, 1993","445,84","447,6","451,9","445,2",1.31B,-0.39%
"Jun 20, 1993","0,36","0,36","0,37","0,35",1.27B,-2.70%,"Jun 20, 1993","447,6","443,68","448,64","442,5",1.24B,0.88%
"Jun 13, 1993","0,37","0,39","0,4","0,35",1.77B,-5.13%,"Jun 13, 1993","443,68","447,26","448,98","443,61",1.25B,-0.80%
"Jun 06, 1993","0,39","0,49","0,49","0,38",3.08B,-20.41%,"Jun 06, 1993","447,26","450,07","450,75","444,09",1.22B,-0.62%
"May 30, 1993","0,49","0,5","0,52","0,49",706.09M,-3.92%,"May 30, 1993","450,06","450,23","455,63","448,92",1.04B,-0.03%
